id,option,device_id,created_at,voted_at
9041f48c-a08e-4a55-850c-bdb03b0cf8d4,3,1e4a7808-62e1-4dcf-a683-9d289dc58b11-52779cd2,"2026-08-27 07:34:48.426271+00","2026-08-27 07:34:47.198+00"
ac7ba9ec-6f47-430c-b657-e41e7b59f449,1,1e4a7808-62e1-4dcf-a683-9d289dc58b11-52779cd2,"2026-08-28 10:46:04.045633+00","2026-08-28 10:46:02.638+00"
